image_path,label,mean_left_knee_angle,mean_right_knee_angle,mean_left_thigh_angle,mean_right_thigh_angle,mean_torso_tilt,mean_head_above_shoulders,mean_wrist_dist_drink_related,mean_face_dist_drink_related,mean_wrist_dist_phone_related,mean_face_dist_phone_related,mean_wrist_dist_laptop_related,mean_face_dist_laptop_related,mean_hip_dist_chair_related,mean_wrist_dist_baseball_related,mean_wrist_dist_baseball_bat_related,mean_wrist_dist_barbell_related,mean_wrist_dist_bench_related,mean_wrist_dist_bowling_ball_related,mean_wrist_dist_guitar_related,mean_wrist_dist_jump_rope_related,mean_wrist_dist_tennis_racket_related,min_left_knee_angle,min_right_knee_angle,min_left_thigh_angle,min_right_thigh_angle,min_torso_tilt,min_head_above_shoulders,min_wrist_dist_drink_related,min_face_dist_drink_related,min_wrist_dist_phone_related,min_face_dist_phone_related,min_wrist_dist_laptop_related,min_face_dist_laptop_related,min_hip_dist_chair_related,min_wrist_dist_baseball_related,min_wrist_dist_baseball_bat_related,min_wrist_dist_barbell_related,min_wrist_dist_bench_related,min_wrist_dist_bowling_ball_related,min_wrist_dist_guitar_related,min_wrist_dist_jump_rope_related,min_wrist_dist_tennis_racket_related,max_wrist_near_barbell_related_sec,max_face_near_barbell_related_sec,max_wrist_near_baseball_bat_related_sec,max_face_near_baseball_bat_related_sec,max_wrist_near_baseball_related_sec,max_face_near_baseball_related_sec,max_wrist_near_bench_related_sec,max_face_near_bench_related_sec,max_wrist_near_bowling_ball_related_sec,max_face_near_bowling_ball_related_sec,max_wrist_near_chair_related_sec,max_face_near_chair_related_sec,max_wrist_near_drink_related_sec,max_face_near_drink_related_sec,max_wrist_near_guitar_related_sec,max_face_near_guitar_related_sec,max_wrist_near_jump_rope_related_sec,max_face_near_jump_rope_related_sec,max_wrist_near_laptop_related_sec,max_face_near_laptop_related_sec,max_wrist_near_phone_related_sec,max_face_near_phone_related_sec,max_wrist_near_reading_related_sec,max_face_near_reading_related_sec,max_wrist_near_tennis_racket_related_sec,max_face_near_tennis_racket_related_sec
C:\Users\alank\OneDrive\Desktop\HOI Internship\InteractionCaptionGenerator\Dataset\Penn Action Dataset\Penn_Action\frames\0011,baseball_pitch,157.3213768058895,162.9060962880094,27.01210411639956,20.573499813106118,21.18519087210297,0.6,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,100.59614379231195,110.60178921109976,5.3536484357922784,4.7257014301332,2.280088307288319,-1.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\alank\OneDrive\Desktop\HOI Internship\InteractionCaptionGenerator\Dataset\Penn Action Dataset\Penn_Action\frames\0012,baseball_pitch,146.69846329446906,150.48788463260294,19.399808835827233,18.440943959674424,63.90310050199579,0.8,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,92.88035711458237,89.47721831545643,0.5791866148214608,0.6655693955757995,0.300688603425887,0.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\alank\OneDrive\Desktop\HOI Internship\InteractionCaptionGenerator\Dataset\Penn Action Dataset\Penn_Action\frames\0013,baseball_pitch,312.9686850913959,313.24302812929494,202.73656603615586,202.94305116184205,76.71991345663629,1.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,128.25010024494281,135.06692102525,3.49533234625374,3.979832328473671,0.6856146405472421,1.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\alank\OneDrive\Desktop\HOI Internship\InteractionCaptionGenerator\Dataset\Penn Action Dataset\Penn_Action\frames\0014,baseball_pitch,155.05045897401214,159.24145383389222,18.39567793041831,18.02253679151794,10.743604134958787,1.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,105.1725286465601,113.31965118170814,1.3772379545608888,0.40692707114349724,0.2552703661526505,1.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\alank\OneDrive\Desktop\HOI Internship\InteractionCaptionGenerator\Dataset\Penn Action Dataset\Penn_Action\frames\0015,baseball_pitch,139.0634815607096,145.63533923424353,35.92924177931242,95.01673571657257,8.646565520269897,1.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,98.34859546796446,100.32118281002299,1.5043918703018753,4.993527709511105,0.37468768074603936,1.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\alank\OneDrive\Desktop\HOI Internship\InteractionCaptionGenerator\Dataset\Penn Action Dataset\Penn_Action\frames\0016,baseball_pitch,168.1396776356591,168.7938401032997,12.80990760751519,12.666121118883867,22.046268128371523,0.9047619047619048,999.0,999.0,999.0,999.0,999.0,999.0,666.1449315051161,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,141.48147199126598,140.49638913047644,0.7952418117312203,0.6436013717615369,0.7741802558648057,-1.0,999.0,999.0,999.0,999.0,999.0,999.0,0.1580024340926369,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\alank\OneDrive\Desktop\HOI Internship\InteractionCaptionGenerator\Dataset\Penn Action Dataset\Penn_Action\frames\0017,baseball_pitch,163.35511676811603,164.77825817311242,17.355393637234858,13.035148791575882,13.282299611740608,1.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,134.86216540767902,135.16166804299553,0.5476472264856128,0.3680164051260243,0.31859715595863314,1.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\alank\OneDrive\Desktop\HOI Internship\InteractionCaptionGenerator\Dataset\Penn Action Dataset\Penn_Action\frames\0018,baseball_pitch,163.7864254231335,156.3310838718255,16.232528885050815,13.733581969887934,12.558076103217575,1.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,147.45270604544314,117.70509271573145,5.196140194738467,1.2025578328584274,0.8684290423314744,1.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\alank\OneDrive\Desktop\HOI Internship\InteractionCaptionGenerator\Dataset\Penn Action Dataset\Penn_Action\frames\0019,baseball_pitch,155.61100919678344,153.88892966305778,22.053603733975432,18.670143118376995,23.5101789534524,0.9166666666666666,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,138.29853799973924,139.12589431065186,4.690527735519148,0.30478498332375287,0.7212155826908361,0.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\alank\OneDrive\Desktop\HOI Internship\InteractionCaptionGenerator\Dataset\Penn Action Dataset\Penn_Action\frames\0020,baseball_pitch,155.33639033021316,150.84780730737208,12.231489896318786,23.8305741825345,24.242658618072443,0.6,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,143.2715292447243,136.22073385181224,2.1525010255655608,4.809325497684705,6.848590925129581,-1.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\alank\OneDrive\Desktop\HOI Internship\InteractionCaptionGenerator\Dataset\Penn Action Dataset\Penn_Action\frames\0021,baseball_pitch,151.81565495514653,155.3374471951475,20.63161767204068,18.903314382447963,26.61374836575818,0.9,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,122.73425462497427,125.58611123756275,3.191724683710287,1.1203407670617542,0.5578276186578847,0.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\alank\OneDrive\Desktop\HOI Internship\InteractionCaptionGenerator\Dataset\Penn Action Dataset\Penn_Action\frames\0022,baseball_pitch,147.84053343729042,148.5141905916406,16.120497223503403,18.268703128102857,26.38519891659174,0.8181818181818182,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,126.55759953713834,120.94987859557219,0.664107990535473,2.4313584468671747,0.6185913249393986,-1.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\alank\OneDrive\Desktop\HOI Internship\InteractionCaptionGenerator\Dataset\Penn Action Dataset\Penn_Action\frames\0023,baseball_pitch,151.33289510799474,152.5855873164377,27.5575814729432,20.21066571056278,24.447781534055345,1.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,908.2501090363228,908.2733363194849,999.0,999.0,999.0,999.0,999.0,999.0,126.330899748679,130.292016963505,3.0219632312611635,1.8880338064647726,0.10275666033441024,1.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,0.751199399550999,1.006699514332796,999.0,999.0,999.0,999.0,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\alank\OneDrive\Desktop\HOI Internship\InteractionCaptionGenerator\Dataset\Penn Action Dataset\Penn_Action\frames\0024,baseball_pitch,153.45689498160417,155.19387342957458,18.126293729024283,16.25220903779722,21.717748304549144,0.8888888888888888,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,333.5974019375924,999.0,999.0,999.0,999.0,999.0,999.0,121.1606255124066,126.28116170344003,0.07363047300618634,0.05290390661117633,0.4765936099911454,0.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,0.7196562069154729,999.0,999.0,999.0,999.0,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\alank\OneDrive\Desktop\HOI Internship\InteractionCaptionGenerator\Dataset\Penn Action Dataset\Penn_Action\frames\0025,baseball_pitch,143.65656701933764,147.6598817459011,21.15839812137156,25.376688172394193,11.459772223927743,0.9473684210526315,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,101.95294914160442,110.5913736865293,0.41445448788905237,8.222993290950386,0.9673780417720864,0.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\alank\OneDrive\Desktop\HOI Internship\InteractionCaptionGenerator\Dataset\Penn Action Dataset\Penn_Action\frames\0026,baseball_pitch,166.39423525626754,168.82561375398075,14.64212839425613,16.836763379291998,149.8266483764439,0.5333333333333333,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,121.69381900648594,139.12912918192325,0.03489388791722211,1.2793240383234115,0.007437972411908878,-1.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\alank\OneDrive\Desktop\HOI Internship\InteractionCaptionGenerator\Dataset\Penn Action Dataset\Penn_Action\frames\0027,baseball_pitch,163.86449201323893,162.86729669576536,11.793173029349758,13.054383242305894,13.895924555299635,0.8,999.0,999.0,999.0,999.0,999.0,999.0,949.0962151708749,999.0,949.0654036394444,999.0,999.0,999.0,999.0,999.0,949.0651979405304,118.63296774855814,122.02916668763415,0.5288639969072996,0.35512495435730623,1.024621538461747,-1.0,999.0,999.0,999.0,999.0,999.0,999.0,0.9243034174986433,999.0,0.30807278888965967,999.0,999.0,999.0,999.0,999.0,0.30395881060822505,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
C:\Users\alank\OneDrive\Desktop\HOI Internship\InteractionCaptionGenerator\Dataset\Penn Action Dataset\Penn_Action\frames\0028,baseball_pitch,156.50694017845265,159.566119959527,13.173866514284544,13.94153117563763,14.289132193809712,1.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,136.7755737285674,137.15952568093445,1.10377470731848,0.9439511568933184,1.1385046933520135,1.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\alank\OneDrive\Desktop\HOI Internship\InteractionCaptionGenerator\Dataset\Penn Action Dataset\Penn_Action\frames\0029,baseball_pitch,161.41871285815236,162.2075625548287,18.572346464606976,15.858607395017497,14.096430591457642,1.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,134.85162757687598,130.8467118044971,0.9732874244768711,0.2201417789304008,0.6410470333402015,1.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\alank\OneDrive\Desktop\HOI Internship\InteractionCaptionGenerator\Dataset\Penn Action Dataset\Penn_Action\frames\0030,baseball_pitch,165.53157419621334,167.59074675169742,12.748175274084602,6.995272997581804,66.52099874736727,0.5789473684210527,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,143.59764271505358,144.8707992613552,0.930634896330479,0.6174144398902287,0.058288927391509836,-1.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
