object_class,mean_wrist_dist,min_wrist_dist,max_wrist_near_sec,mean_face_dist,min_face_dist,max_face_near_sec,mean_shoulder_dist,min_shoulder_dist,mean_hip_dist,min_hip_dist,mean_knee_dist,min_knee_dist,obj_width_norm,obj_height_norm,openable,cuttable,pourable,containable,supportable,holdable
unknown,0.002188891308280569,0.0,0.23333333333333334,0.0,0.0,0.23333333333333334,0.0,0.0,0.1436487441287683,0.1360248712144797,999.0,999.0,0.42812500000000003,0.5708333333333333,1,0,0,0,1,1
unknown,0.0,0.0,0.1,0.0,0.0,0.1,0.016098375539938196,0.0,0.14108837950741648,0.13365606815953449,999.0,999.0,0.3864583333333333,0.5152777777777778,1,0,1,0,1,1
unknown,0.0,0.0,0.03333333333333333,0.0,0.0,0.03333333333333333,0.0,0.0,0.17620084562506408,0.17620084562506408,999.0,999.0,0.315625,0.42083333333333334,1,0,1,0,1,0
unknown,0.0051141165843636,0.0,0.36666666666666664,0.0,0.0,0.36666666666666664,0.0,0.0,0.15651410959100714,0.06650254537330691,908.2131193321756,0.34431265393223365,0.31363636363636366,0.4181818181818182,1,0,0,0,1,0
unknown,0.0,0.0,0.26666666666666666,0.0,0.0,0.26666666666666666,0.0,0.0,0.08227604824692486,0.059258235819115226,499.69659017829633,0.3665243383880061,0.38671875,0.515625,1,0,1,0,1,0
unknown,0.0,0.0,0.36666666666666664,0.0,0.0,0.36666666666666664,0.0,0.0,0.10466351822222629,0.04776681529252451,999.0,999.0,0.396875,0.5291666666666667,1,0,1,0,1,1
unknown,0.0013423865568257093,0.0,0.23333333333333334,0.0,0.0,0.23333333333333334,0.0,0.0,0.15454987193015438,0.12928642615960023,999.0,999.0,0.31428571428571433,0.419047619047619,1,0,0,0,1,0
unknown,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.12215332014312774,0.1014820585234155,999.0,999.0,0.34906249999999994,0.4654166666666667,1,0,1,0,1,0
unknown,0.0013427173070497834,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.12218711549491494,0.09011382576250737,999.0,999.0,0.38718749999999996,0.51625,1,0,1,0,1,1
unknown,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.12841673081561794,0.11361827564869034,832.576762245221,0.46057347132565635,0.3145833333333333,0.41944444444444445,1,0,0,0,1,0
unknown,0.3177927715930221,0.0,0.23333333333333334,0.5812438294560337,0.23223171451759006,0.06666666666666667,0.41827207819380186,0.09602785116123337,0.3601751711151266,0.0,943.5289107348656,0.5203932275789076,0.23975694444444443,0.3196759259259259,1,0,0,0,1,1
unknown,0.3550553818238368,0.0,0.16666666666666666,0.6223320696001905,0.34787453468058704,0.0,0.45704375603654535,0.20399228279485523,0.32235213755581615,0.0,999.0,999.0,0.1953125,0.26041666666666663,0,0,1,1,0,1
unknown,0.17485014807351845,0.0,0.4,0.5733961561969813,0.3419704813642933,0.0,0.39627560884460084,0.184383904056096,0.22371484112531162,0.0,999.0,999.0,0.2026988636363637,0.27026515151515146,0,0,0,1,1,1
unknown,0.12542586452398224,0.12542586452398224,0.03333333333333333,0.0,0.0,0.03333333333333333,0.0,0.0,0.08681576134048306,0.08681576134048306,0.37862989229661365,0.37862989229661365,0.246875,0.32916666666666666,1,0,0,1,1,0
unknown,0.08628226120077548,0.07043561256251979,0.06666666666666667,0.005995161387395083,0.0,0.06666666666666667,0.0,0.0,0.0728480939128112,0.06912757327998177,0.3657303415281149,0.35779324063665313,0.246875,0.32916666666666666,1,0,0,0,1,0
unknown,0.04772497695696251,0.04772497695696251,0.03333333333333333,0.0,0.0,0.03333333333333333,0.0,0.0,0.061622865718137326,0.061622865718137326,0.33395053952804465,0.33395053952804465,0.246875,0.32916666666666666,1,0,1,0,1,0
unknown,0.01655906776944944,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.06264051173330822,0.06051666234394705,0.32019861768389346,0.3165863943501512,0.2609375,0.34791666666666665,1,0,1,0,1,1
unknown,0.1225723296016495,0.11625148678907839,0.1,0.0,0.0,0.1,0.0,0.0,0.07278464493167906,0.06801022974335577,0.3502030736887352,0.3457166878726638,0.24687499999999998,0.32916666666666666,0,0,1,0,1,1
unknown,0.12273220951602581,0.12273220951602581,0.03333333333333333,0.0,0.0,0.03333333333333333,0.0,0.0,0.07884817258266635,0.07884817258266635,0.34543219510966566,0.34543219510966566,0.234375,0.3125,0,0,1,1,1,1
unknown,0.0603424157896358,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.06304649713381008,0.06006209202954807,0.3245339524852743,0.32205913553832666,0.25625,0.3416666666666667,1,0,1,1,1,1
unknown,0.0,0.0,0.13333333333333333,0.0,0.0,0.13333333333333333,0.0,0.0,0.08121928565775079,0.07346772725748744,0.3441464777915356,0.3258903233261329,0.25625,0.3416666666666667,1,0,0,0,1,1
unknown,0.10095009917092915,0.06336141350826416,0.16666666666666666,0.1483281522573381,0.01729254134783685,0.16666666666666666,0.22719321257679886,0.0,0.29183214095755405,0.09414457300637803,0.44858715880792666,0.3830665252255703,0.24125000000000002,0.32166666666666666,1,0,0,0,1,0
unknown,0.011921623972999545,0.0,0.06666666666666667,0.18350642516462362,0.17728909352567604,0.06666666666666667,0.2785653214476187,0.26724706217782174,0.3235881255696408,0.3155173307773723,0.45206650560828376,0.44376706538797245,0.240625,0.32083333333333336,1,0,1,0,1,0
unknown,0.0,0.0,0.06666666666666667,0.16532611470877173,0.16302736872230977,0.06666666666666667,0.24526018784646833,0.24173652718721814,0.3160007420615871,0.3103817940734325,0.460807287515847,0.4544613287701075,0.2515625,0.3354166666666667,1,0,1,0,1,1
unknown,0.10097594765784153,0.0,0.4,0.20975656037136803,0.1767330891722638,0.4,0.2929401815872312,0.24548346632836832,0.311144808721757,0.2803020757376421,0.4470366691378979,0.4352908007911472,0.24296874999999996,0.3239583333333333,1,0,1,1,1,1
unknown,0.09290376854902062,0.026869938484351256,0.13333333333333333,0.041427662121291495,0.0,0.13333333333333333,0.0,0.0,0.06203450898027316,0.05586424942843321,0.35285038255814405,0.32592936805799866,0.225,0.3,1,0,0,0,1,0
unknown,0.037168812014444656,0.037168812014444656,0.03333333333333333,0.0,0.0,0.03333333333333333,0.0,0.0,0.06760936203275027,0.06760936203275027,0.32978162265988326,0.32978162265988326,0.246875,0.32916666666666666,1,0,1,0,1,0
unknown,0.004123342974540878,0.0,0.23333333333333334,0.0,0.0,0.23333333333333334,0.0,0.0,0.06359468339294899,0.05701906849806156,0.3184215337437885,0.3041406370436178,0.2584821428571428,0.34464285714285714,1,0,1,0,1,1
unknown,0.028362312165190452,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.08670938902632545,0.07980122771119556,0.3416436046826344,0.3218907106905483,0.253125,0.3375,1,0,0,0,1,1
unknown,0.1579049930857226,0.1579049930857226,0.03333333333333333,0.06599793270842266,0.06599793270842266,0.03333333333333333,0.0,0.0,0.06773596482462944,0.06773596482462944,0.3726567938399657,0.3726567938399657,0.234375,0.3125,1,0,0,0,1,0
unknown,0.014307139317651587,0.0,0.9,0.3132686261764173,0.23028806944109834,0.2,0.15288628467639895,0.06602058031300645,0.0,0.0,999.0,999.0,0.2199074074074074,0.2932098765432099,1,0,0,1,0,1
unknown,0.0,0.0,0.43333333333333335,0.42850145482631646,0.3779664084566077,0.0,0.247955271834539,0.23160271562210868,0.0,0.0,999.0,999.0,0.18365384615384617,0.24487179487179483,0,0,0,0,0,1
unknown,0.0,0.0,0.2,0.38426416828039583,0.3591670611486635,0.0,0.2289411550943764,0.21032745160181804,0.0,0.0,999.0,999.0,0.19114583333333335,0.2548611111111111,1,0,0,1,0,1
unknown,0.0,0.0,0.3333333333333333,0.4300318897427631,0.37889046564647666,0.0,0.2460070902675405,0.23830660743071924,0.0,0.0,999.0,999.0,0.1875,0.25,0,0,0,0,0,1
unknown,0.0,0.0,0.03333333333333333,0.3988760244940335,0.3988760244940335,0.0,0.2446900961539944,0.2446900961539944,0.0,0.0,999.0,999.0,0.190625,0.25416666666666665,1,0,0,1,0,1
unknown,0.0,0.0,0.5666666666666667,0.40236073134281114,0.36027806028143644,0.0,0.23876613895541213,0.20946408839566366,0.0077900131200723186,0.0,999.0,999.0,0.1983455882352941,0.26446078431372544,0,0,0,1,1,1
unknown,0.11534013067859791,0.0,0.3333333333333333,0.5449849922034762,0.4911387607349255,0.0,0.37331688649045464,0.33109749175058445,0.36588141747930036,0.3208889767500036,999.0,999.0,0.16874999999999998,0.22499999999999995,0,0,1,1,0,1
unknown,0.08516582887146025,0.0,0.4666666666666667,0.5340909737117157,0.3847746693646561,0.0,0.3335703959938824,0.1707416603147156,0.2830454609110552,0.16267552086569745,856.3273307130061,0.26215685311669085,0.24375000000000005,0.32500000000000007,1,0,0,0,1,1
unknown,0.02407382719003944,0.011986314541998257,0.16666666666666666,0.06193757941765612,0.05266004766372371,0.16666666666666666,0.17336096344521165,0.1530135780869933,0.6027956445448072,0.5871944138747778,0.9198179268417984,0.9023947743604045,0.146875,0.19583333333333333,0,0,0,0,0,1
unknown,0.5784468228590164,0.5566326440532128,0.0,0.5908023505208011,0.5838744683171556,0.0,0.469727929079405,0.46105679121833254,0.03494759742454569,0.020121390826751386,0.0,0.0,0.18303571428571425,0.24404761904761904,1,0,0,0,1,1
unknown,0.1352419792594493,0.02444757548854857,0.2,0.26668732166578707,0.2507116749736594,0.2,0.3821716066276322,0.3591893599013344,0.47830423584034737,0.45527298903271285,167.0037032038353,0.5762228715853689,0.2916666666666667,0.3888888888888889,1,0,0,0,1,0
unknown,0.027550554686157098,0.0,0.06666666666666667,0.28500570064832675,0.2800694428031733,0.0,0.3935653788772107,0.3865151427048891,0.4685222309854934,0.46090803195126423,0.5604737253860304,0.5511885527366784,0.2953125,0.39375,1,0,1,0,1,0
unknown,0.16148493836073013,0.12271673602208698,0.26666666666666666,0.3096355094906602,0.2907014767021177,0.0,0.42106767832650027,0.4079706613863623,0.4738461098842769,0.4475420878268569,0.5747893936750463,0.5538643695160608,0.293359375,0.3911458333333333,1,0,0,0,1,0
unknown,0.03475021278733157,0.0,0.16666666666666666,0.2857609487727043,0.273690698515162,0.03333333333333333,0.3915527779662621,0.38105096520846754,0.46438521501401614,0.454886837360593,200.24167406082287,0.5408125438013308,0.29562499999999997,0.39416666666666667,1,0,1,0,1,0
unknown,0.1605269830423184,0.14309606979339515,0.3333333333333333,0.3141182235077911,0.2848173721547459,0.0,0.416189455347341,0.39340796714705534,0.45719630587027327,0.4366486027625985,300.10097828420163,0.5634571096614286,0.29500000000000004,0.39333333333333337,1,0,0,0,1,0
unknown,0.04113100188442541,0.0,0.16666666666666666,0.2949713449025653,0.2635003766522122,0.03333333333333333,0.3956154421074018,0.3744958038958466,0.43145339703197927,0.42297778297360483,0.5594094598055779,0.5459802242836477,0.2975,0.3966666666666666,1,0,1,0,1,0
unknown,0.17324140882139008,0.1358691513860859,0.26666666666666666,0.335812402764889,0.31862981839027055,0.0,0.42829030261985707,0.4041918922370449,0.4302883150941706,0.406007919841609,0.5780572054700615,0.5558898143596888,0.296875,0.3958333333333333,1,0,0,0,1,0
unknown,0.09666423734663095,0.08402642417406446,0.5666666666666667,0.0,0.0,0.5666666666666667,0.060924611680025914,0.049344098942363156,0.2952681335739778,0.2844411007924899,0.3829704115498913,0.36453634913801747,0.11341911764705882,0.15122549019607842,0,0,0,0,0,1
unknown,0.305963153246105,0.0,0.36666666666666664,0.48247553433297913,0.31211283679898194,0.0,0.34366097279635993,0.16333107684187828,0.3933080246896355,0.24836082007609983,444.2130671508633,0.11652432867106245,0.2168402777777777,0.2891203703703703,1,0,0,1,0,1
unknown,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.08079614227407739,0.06566555974931405,999.0,999.0,0.303125,0.4041666666666666,1,0,0,0,1,0
unknown,0.0,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.08182210555102465,0.057185267078532234,499.69616398504496,0.392327970089935,0.328125,0.4375,1,0,1,0,1,0
unknown,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0891624237626706,0.05757610901323081,666.1409390970646,0.414717099424104,0.4027777777777778,0.537037037037037,1,0,1,0,1,1
unknown,0.0,0.0,0.03333333333333333,0.0,0.0,0.03333333333333333,0.0,0.0,0.11837898853685846,0.11837898853685846,999.0,999.0,0.3,0.4,1,0,1,0,1,0
unknown,0.0,0.0,0.36666666666666664,0.0,0.0,0.36666666666666664,0.0,0.0,0.10838776565678998,0.08886525510603717,999.0,999.0,0.29999999999999993,0.4,1,0,0,0,1,0
unknown,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.1359081667884968,0.08665770680574726,999.0,999.0,0.36302083333333335,0.4840277777777778,1,0,1,0,1,0
unknown,0.0,0.0,0.26666666666666666,0.0,0.0,0.26666666666666666,0.0,0.0,0.09002217875717669,0.057158576780157115,749.3569105501775,0.4231330003750306,0.387109375,0.5161458333333333,1,0,1,0,1,1
unknown,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.10628131695427295,0.0706631581267669,999.0,999.0,0.303125,0.4041666666666667,1,0,0,0,1,0
unknown,0.0,0.0,0.13333333333333333,0.0,0.0,0.13333333333333333,0.0,0.0,0.11742817492931225,0.11188606221207195,749.3640847756068,0.4563391024272035,0.3546875,0.47291666666666665,1,0,1,0,1,0
unknown,0.0,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.1380031953515788,0.13471192019237943,999.0,999.0,0.421875,0.5625,1,0,1,0,1,1
unknown,0.0,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.0680576309337739,0.05617956411235109,499.70829735934524,0.41659471869052456,0.409375,0.5458333333333333,1,0,1,1,1,1
unknown,0.0,0.0,0.13333333333333333,0.0,0.0,0.13333333333333333,0.0,0.0,0.06978139895088362,0.06655906850389415,999.0,999.0,0.409375,0.5458333333333333,1,0,0,0,1,1
unknown,0.0,0.0,0.13333333333333333,0.0,0.0,0.13333333333333333,0.0,0.0,0.10611921385509906,0.08826507713438556,999.0,999.0,0.35625,0.475,1,0,1,0,1,1
unknown,0.0,0.0,0.03333333333333333,0.0,0.0,0.03333333333333333,0.0,0.0,0.06483504027444804,0.06483504027444804,999.0,999.0,0.3,0.4,1,0,1,0,1,0
unknown,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.09107988608290436,0.06499050146819342,999.0,999.0,0.3,0.4,1,0,0,0,1,0
unknown,0.0,0.0,0.06666666666666667,0.3544687873501894,0.3393944891176846,0.0,0.2089893315529832,0.185805533754728,0.0,0.0,999.0,999.0,0.190625,0.25416666666666665,0,0,0,1,0,1
unknown,0.0,0.0,0.16666666666666666,0.3663766580794542,0.3475845696891946,0.0,0.2334163677082683,0.22392035096438193,0.0,0.0,199.89517008972956,0.09910075549590786,0.195,0.26,0,0,0,1,1,1
unknown,0.0,0.0,0.03333333333333333,0.39518400760528044,0.39518400760528044,0.0,0.2480937686197931,0.2480937686197931,0.0,0.0,999.0,999.0,0.184375,0.24583333333333332,0,0,0,1,0,1
unknown,0.0,0.0,0.1,0.37526175761107367,0.36514610242158346,0.0,0.2366982226030311,0.231432008458783,0.005424430506605825,0.0007732400041281645,0.11265918817990432,0.09347106586910048,0.19479166666666667,0.25972222222222224,0,0,0,1,1,1
unknown,0.0,0.0,0.1,0.35285295534244404,0.34381829314487045,0.0,0.2146461058528757,0.19906448315405492,0.0,0.0,333.08488786724644,0.1178436775167733,0.1885416666666667,0.2513888888888889,0,0,0,1,0,1
unknown,0.0,0.0,0.13333333333333333,0.3516792724816413,0.3467681453387447,0.0,0.2157089867740579,0.21335214010429682,0.003477835956875396,0.0,0.13885258763226085,0.11191692970194848,0.19375,0.25833333333333336,0,0,0,1,1,1
unknown,0.0,0.0,0.13333333333333333,0.36186447278427203,0.3462921399189708,0.0,0.22072406364483288,0.21094429718851737,0.010850070130317066,0.0,249.85154254242002,0.1146563657921198,0.18671875,0.24895833333333334,0,0,0,1,0,1
unknown,0.0,0.0,0.06666666666666667,0.38594863303294324,0.38467018603847386,0.0,0.23584073953541249,0.23578522479754202,0.02155430896485471,0.017866464801816702,999.0,999.0,0.1875,0.25,0,0,0,1,1,1
unknown,0.029512636306700372,0.0,0.7,0.2932505284475068,0.182335656369894,0.1,0.12976599121209093,0.0014089251426699033,0.0006413298183157165,0.0,618.4732243638605,0.038539188520508534,0.2238095238095239,0.29841269841269835,1,0,0,0,1,1
unknown,0.0,0.0,0.5333333333333333,0.356950613287755,0.32647646530832963,0.0,0.1949835807921725,0.16205760415154627,0.0,0.0,499.56348357020755,0.11529779627586768,0.2013671875,0.2684895833333333,0,0,1,1,0,1
unknown,0.18492420293496353,0.17488382144132456,0.16666666666666666,0.2881537247491411,0.28498555846295354,0.0,0.41344555169553515,0.39338847061791127,0.5548017943891751,0.536485844999779,200.3081995962841,0.6191942703448154,0.296875,0.3958333333333333,1,0,0,0,1,0
unknown,0.10371124386233474,0.09934053152998971,0.06666666666666667,0.283573087447875,0.2822387129607674,0.0,0.4243614140130099,0.42182436850816446,0.5272740376470844,0.526354007388213,999.0,999.0,0.296875,0.3958333333333333,1,0,1,0,1,0
unknown,0.19168797220857595,0.07522341962712577,0.2,0.3127403194317692,0.2767218052047666,0.06666666666666667,0.4228921463984483,0.4055516655055038,0.5044662475079902,0.4950598221977928,333.38129946257703,0.5596122920886081,0.2932291666666667,0.3909722222222222,1,0,1,1,1,1
unknown,0.15387887483950358,0.15091341787142648,0.13333333333333333,0.3650536970917173,0.36077198927132315,0.0,0.4249707563034807,0.4237872844102991,0.4991920595515487,0.49493468564093596,0.5877714642263163,0.5814062249523974,0.29375,0.39166666666666666,1,0,1,1,1,0
unknown,0.19189528304876563,0.16590535024727576,0.13333333333333333,0.25185961060118306,0.23728400505620673,0.13333333333333333,0.3850482961360047,0.356901040527771,0.4637536035657734,0.4542287772466131,250.20019471419087,0.5967150255578801,0.290625,0.3875,1,0,0,0,1,0
unknown,0.1171326165682775,0.08595791601489457,0.06666666666666667,0.2750946872682534,0.27489993339938174,0.06666666666666667,0.3925272568062919,0.39150276228139985,0.44554681302010146,0.44341485361323213,499.7853957024131,0.5707914048262306,0.290625,0.3875,1,0,1,0,1,0
unknown,0.1801549564002984,0.09349349732096339,0.36666666666666664,0.3157221188204995,0.2656703124358096,0.06666666666666667,0.4232736467580663,0.4126454477183025,0.45440973029509024,0.43151482996037416,0.5517779218928042,0.5281164752707,0.28806818181818183,0.38409090909090915,1,0,1,1,1,1
unknown,0.16468778832635939,0.16468778832635939,0.03333333333333333,0.23195112854051556,0.23195112854051556,0.03333333333333333,0.3512978933205683,0.3512978933205683,0.47657251701604414,0.47657251701604414,0.6183163072613383,0.6183163072613383,0.29375,0.39166666666666666,1,0,0,0,1,0
unknown,0.18323313457987522,0.11882808361946975,0.5333333333333333,0.2809958766140985,0.23927935706127498,0.16666666666666666,0.39837877146981343,0.36516438971938003,0.46827625982968624,0.4351307843432695,62.99281202351225,0.5792005319184762,0.291796875,0.38906250000000003,1,0,1,1,1,1
unknown,0.06497920998301561,0.0,2.066666666666667,0.3570213590824857,0.23927117740711232,0.43333333333333335,0.18793865576460372,0.06829493205141944,0.05972964816485064,0.0,612.3717937270391,0.09248136120439554,0.204133064516129,0.27217741935483863,1,0,0,1,0,1
unknown,0.04680653304012591,0.0,0.23333333333333334,0.4098694814002199,0.35735024593109327,0.0,0.26352037423426494,0.21389487514676592,0.1485967892746662,0.0,142.9511326309739,0.10918256060298052,0.18973214285714288,0.25297619047619047,0,0,1,1,0,1
unknown,0.033767045047596145,0.0,0.5666666666666667,0.413114196660989,0.334414498096689,0.0,0.2679102417596664,0.1892694379534352,0.10730740255440104,0.0,0.16051228936320955,0.0,0.2014705882352941,0.26862745098039215,0,0,0,1,1,1
unknown,0.1873762516305544,0.0,0.23333333333333334,0.4187655461113304,0.3393571880662757,0.0,0.2851118538942821,0.1943563893982486,0.2836918977080962,0.03977459920562185,230.77848296667085,0.0850865194607006,0.24975961538461544,0.3330128205128205,1,0,0,0,1,1
unknown,0.02039016193420697,0.0,0.3,0.04632643853963557,0.0,0.3,0.11338402705790436,0.03602912284879404,0.5242527608988747,0.45766246705584135,0.829929587482588,0.7694323069787672,0.1684027777777778,0.22453703703703706,0,0,0,0,0,1
unknown,0.18676276594342717,0.12985082899440045,0.16666666666666666,0.2280820681531887,0.2021582786561327,0.16666666666666666,0.30600600311509946,0.25443140294994115,0.3275274613120135,0.29122453693973455,0.3659332279586727,0.259215871245834,0.240625,0.32083333333333336,1,0,0,0,1,0
unknown,0.07669680713927149,0.0655672593701325,0.06666666666666667,0.21726131530961768,0.2160815456529828,0.06666666666666667,0.24519722574014507,0.24485116241080512,0.28211790002082804,0.27326952634822577,0.288211093517716,0.2655560512875494,0.240625,0.32083333333333336,1,0,1,0,1,0
unknown,0.1482660666141587,0.0696881942284367,0.4,0.21467378752134228,0.1943800934412287,0.4,0.28562491112140154,0.23698475481255027,0.3015104630065432,0.26885378131680326,0.35744566859335286,0.2811685026404212,0.24583333333333338,0.3277777777777778,1,0,0,0,1,0
unknown,0.0662754700937968,0.027879324963419345,0.06666666666666667,0.19851371928129652,0.19419882728422463,0.06666666666666667,0.2906368177296983,0.27850415600225176,0.3018898284322141,0.2852859692090751,0.34063708852681995,0.3391699423906368,0.2484375,0.33125,1,0,1,0,1,0
